Connecting to host 10.0.1.102, port 5201
[  5] local 10.0.1.101 port 49456 connected to 10.0.1.102 port 5201
[  5] 1152.00-1153.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1153.00-1154.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1154.00-1155.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1155.00-1156.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1156.00-1157.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1157.00-1158.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1158.00-1159.00 sec  16.4 MBytes   137 Mbits/sec    0   12.5 MBytes       
[  5] 1159.00-1160.00 sec  16.2 MBytes   136 Mbits/sec    0   12.5 MBytes       
[  5] 1160.00-1161.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.5 MBytes       
[  5] 1161.00-1162.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1162.00-1163.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1163.00-1164.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1164.00-1165.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1165.00-1166.00 sec  16.4 MBytes   137 Mbits/sec    0   12.5 MBytes       
[  5] 1166.00-1167.00 sec  16.5 MBytes   138 Mbits/sec    0   12.5 MBytes       
[  5] 1167.00-1168.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1168.00-1169.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1169.00-1170.00 sec  13.1 MBytes   110 Mbits/sec    0   12.5 MBytes       
[  5] 1170.00-1171.00 sec  13.8 MBytes   115 Mbits/sec    0   12.5 MBytes       
[  5] 1171.00-1172.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1172.00-1173.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1173.00-1174.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1174.00-1175.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1175.00-1176.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1176.00-1177.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1177.00-1178.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1178.00-1179.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1179.00-1180.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1180.00-1181.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1181.00-1182.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1182.00-1183.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1183.00-1184.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1184.00-1185.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.5 MBytes       
[  5] 1185.00-1186.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1186.00-1187.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1187.00-1188.00 sec  15.9 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1188.00-1189.00 sec  16.4 MBytes   137 Mbits/sec    0   12.5 MBytes       
[  5] 1189.00-1190.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1190.00-1191.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1191.00-1192.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1192.00-1193.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1193.00-1194.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1194.00-1195.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1195.00-1196.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1196.00-1197.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1197.00-1198.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1198.00-1199.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1199.00-1200.00 sec  11.0 MBytes  92.2 Mbits/sec    0   12.5 MBytes       
[  5] 1200.00-1201.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.5 MBytes       
[  5] 1201.00-1202.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1202.00-1203.00 sec  17.9 MBytes   150 Mbits/sec    0   12.5 MBytes       
[  5] 1203.00-1204.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1204.00-1205.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1205.00-1206.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1206.00-1207.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1207.00-1208.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1208.00-1209.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1209.00-1210.00 sec  16.6 MBytes   139 Mbits/sec    0   12.5 MBytes       
[  5] 1210.00-1211.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1211.00-1212.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1212.00-1213.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1213.00-1214.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1214.00-1215.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1215.00-1216.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1216.00-1217.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1217.00-1218.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1218.00-1219.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1219.00-1220.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1220.00-1221.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1221.00-1222.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1222.00-1223.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1223.00-1224.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1224.00-1225.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1225.00-1226.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1226.00-1227.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1227.00-1228.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1228.00-1229.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1229.00-1230.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1230.00-1231.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1231.00-1232.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1232.00-1233.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1233.00-1234.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1234.00-1235.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1235.00-1236.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1236.00-1237.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1237.00-1238.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1238.00-1239.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1239.00-1240.00 sec  15.9 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1240.00-1241.00 sec  10.8 MBytes  90.1 Mbits/sec    0   12.5 MBytes       
[  5] 1241.00-1242.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1242.00-1243.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1243.00-1244.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1244.00-1245.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1245.00-1246.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1246.00-1247.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1247.00-1248.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1248.00-1249.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.5 MBytes       
[  5] 1249.00-1250.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1250.00-1251.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1251.00-1252.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1252.00-1253.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1253.00-1254.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1254.00-1255.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1255.00-1256.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1256.00-1257.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1257.00-1258.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1258.00-1259.01 sec  10.6 MBytes  88.2 Mbits/sec    0   12.5 MBytes       
[  5] 1259.01-1260.00 sec  15.9 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1260.00-1261.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1261.00-1262.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1262.00-1263.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1263.00-1264.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1264.00-1265.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1265.00-1266.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1266.00-1267.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1267.00-1268.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1268.00-1269.00 sec  11.0 MBytes  92.3 Mbits/sec    0   12.5 MBytes       
[  5] 1269.00-1270.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1270.00-1271.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1271.00-1272.01 sec  10.4 MBytes  86.3 Mbits/sec    0   12.5 MBytes       
[  5] 1272.01-1273.00 sec  15.9 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1273.00-1274.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.5 MBytes       
[  5] 1274.00-1275.01 sec  10.5 MBytes  86.9 Mbits/sec    0   12.5 MBytes       
[  5] 1275.01-1276.00 sec  10.5 MBytes  89.2 Mbits/sec    0   12.5 MBytes       
[  5] 1276.00-1277.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1277.00-1278.00 sec  10.6 MBytes  89.0 Mbits/sec    0   12.5 MBytes       
[  5] 1278.00-1279.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1279.00-1280.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1280.00-1281.00 sec  10.4 MBytes  87.1 Mbits/sec    0   12.5 MBytes       
[  5] 1281.00-1282.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1282.00-1283.01 sec  15.9 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1283.01-1284.00 sec  10.5 MBytes  88.7 Mbits/sec    0   12.5 MBytes       
[  5] 1284.00-1285.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1285.00-1286.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.5 MBytes       
[  5] 1286.00-1287.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.5 MBytes       
[  5] 1287.00-1288.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1288.00-1289.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.5 MBytes       
[  5] 1289.00-1290.00 sec  10.5 MBytes  88.3 Mbits/sec    0   12.5 MBytes       
[  5] 1290.00-1291.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1291.00-1292.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1292.00-1293.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1293.00-1294.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1294.00-1295.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1295.00-1296.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1296.00-1297.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1297.00-1298.00 sec  11.6 MBytes  97.6 Mbits/sec    0   12.5 MBytes       
[  5] 1298.00-1299.00 sec  14.6 MBytes   123 Mbits/sec    0   12.5 MBytes       
[  5] 1299.00-1300.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1300.00-1301.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.5 MBytes       
[  5] 1301.00-1302.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1302.00-1303.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1303.00-1304.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1304.00-1305.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1305.00-1306.01 sec  10.5 MBytes  87.6 Mbits/sec    0   12.5 MBytes       
[  5] 1306.01-1307.00 sec  15.8 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1307.00-1308.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1308.00-1309.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1309.00-1310.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1310.00-1311.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1311.00-1312.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1312.00-1313.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1313.00-1314.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1314.00-1315.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1315.00-1316.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.5 MBytes       
[  5] 1316.00-1317.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.5 MBytes       
[  5] 1317.00-1318.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1318.00-1319.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1319.00-1320.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1320.00-1321.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1321.00-1322.00 sec  10.4 MBytes  86.9 Mbits/sec    0   12.5 MBytes       
[  5] 1322.00-1323.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1323.00-1324.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1324.00-1325.00 sec  14.8 MBytes   124 Mbits/sec    0   12.5 MBytes       
[  5] 1325.00-1326.00 sec  13.8 MBytes   115 Mbits/sec    0   12.5 MBytes       
[  5] 1326.00-1327.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.5 MBytes       
[  5] 1327.00-1328.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.5 MBytes       
[  5] 1328.00-1329.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1329.00-1330.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1330.00-1331.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1331.00-1332.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1332.00-1333.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1333.00-1334.00 sec  16.2 MBytes   136 Mbits/sec    0   12.5 MBytes       
[  5] 1334.00-1335.00 sec  16.1 MBytes   135 Mbits/sec    0   12.5 MBytes       
[  5] 1335.00-1336.00 sec  10.8 MBytes  90.2 Mbits/sec    1   12.5 MBytes       
[  5] 1336.00-1337.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1337.00-1338.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1338.00-1339.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1339.00-1340.02 sec  10.5 MBytes  86.7 Mbits/sec    0   12.5 MBytes       
[  5] 1340.02-1341.02 sec  10.6 MBytes  89.0 Mbits/sec    0   12.5 MBytes       
[  5] 1341.02-1342.00 sec  10.4 MBytes  88.7 Mbits/sec    0   12.5 MBytes       
[  5] 1342.00-1343.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1343.00-1344.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1344.00-1345.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.5 MBytes       
[  5] 1345.00-1346.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1346.00-1347.00 sec  15.6 MBytes   131 Mbits/sec    0   12.5 MBytes       
[  5] 1347.00-1348.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.5 MBytes       
[  5] 1348.00-1349.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1349.00-1350.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.5 MBytes       
[  5] 1350.00-1351.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1351.00-1352.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1352.00-1353.00 sec  15.6 MBytes   131 Mbits/sec    0   12.5 MBytes       
[  5] 1353.00-1354.00 sec  15.9 MBytes   133 Mbits/sec    0   12.5 MBytes       
[  5] 1354.00-1355.00 sec  10.6 MBytes  89.0 Mbits/sec    0   12.5 MBytes       
[  5] 1355.00-1356.00 sec  10.4 MBytes  86.8 Mbits/sec    0   12.5 MBytes       
[  5] 1356.00-1357.00 sec  10.6 MBytes  89.5 Mbits/sec    0   12.5 MBytes       
[  5] 1357.00-1358.05 sec  15.8 MBytes   126 Mbits/sec    0   12.5 MBytes       
[  5] 1358.05-1359.00 sec  10.5 MBytes  92.4 Mbits/sec    0   12.5 MBytes       
[  5] 1359.00-1360.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1360.00-1361.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1361.00-1362.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.5 MBytes       
[  5] 1362.00-1363.00 sec  16.0 MBytes   134 Mbits/sec    0   12.5 MBytes       
[  5] 1363.00-1364.00 sec  10.5 MBytes  88.3 Mbits/sec    0   12.5 MBytes       
[  5] 1364.00-1365.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.5 MBytes       
[  5] 1365.00-1366.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.5 MBytes       
[  5] 1366.00-1367.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.5 MBytes       
[  5] 1367.00-1368.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1368.00-1369.00 sec  15.8 MBytes   132 Mbits/sec    0   12.5 MBytes       
[  5] 1369.00-1370.01 sec  10.8 MBytes  89.8 Mbits/sec    0   12.5 MBytes       
[  5] 1370.01-1371.00 sec  10.5 MBytes  88.3 Mbits/sec    0   12.5 MBytes       
[  5] 1371.00-1372.00 sec  10.5 MBytes  88.2 Mbits/sec    0   12.5 MBytes       
[  5] 1372.00-1373.00 sec  10.5 MBytes  88.1 Mbits/sec  510   8.74 MBytes       
[  5] 1373.00-1374.00 sec  15.4 MBytes   129 Mbits/sec    0   8.81 MBytes       
[  5] 1374.00-1375.00 sec  16.1 MBytes   135 Mbits/sec    0   9.20 MBytes       
[  5] 1375.00-1376.00 sec  10.6 MBytes  89.3 Mbits/sec    0   9.66 MBytes       
[  5] 1376.00-1377.00 sec  10.8 MBytes  90.1 Mbits/sec    0   10.1 MBytes       
[  5] 1377.00-1378.00 sec  10.6 MBytes  89.3 Mbits/sec    0   10.5 MBytes       
[  5] 1378.00-1379.08 sec  16.0 MBytes   124 Mbits/sec    0   10.9 MBytes       
[  5] 1379.08-1380.00 sec  10.5 MBytes  95.5 Mbits/sec    0   11.1 MBytes       
[  5] 1380.00-1381.00 sec  10.5 MBytes  88.2 Mbits/sec    0   11.4 MBytes       
[  5] 1381.00-1382.00 sec  10.5 MBytes  88.0 Mbits/sec    0   11.6 MBytes       
[  5] 1382.00-1383.00 sec  16.0 MBytes   134 Mbits/sec    0   11.9 MBytes       
[  5] 1383.00-1384.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.0 MBytes       
[  5] 1384.00-1385.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.1 MBytes       
[  5] 1385.00-1386.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.2 MBytes       
[  5] 1386.00-1387.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1387.00-1388.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1388.00-1389.00 sec  15.6 MBytes   131 Mbits/sec    0   12.3 MBytes       
[  5] 1389.00-1390.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.3 MBytes       
[  5] 1390.00-1391.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1391.00-1392.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1392.00-1393.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1393.00-1394.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.3 MBytes       
[  5] 1394.00-1395.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1395.00-1396.00 sec  10.6 MBytes  89.2 Mbits/sec    0   12.3 MBytes       
[  5] 1396.00-1397.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.3 MBytes       
[  5] 1397.00-1398.00 sec  10.5 MBytes  87.9 Mbits/sec    0   12.3 MBytes       
[  5] 1398.00-1399.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1399.00-1400.00 sec  16.0 MBytes   135 Mbits/sec    0   12.3 MBytes       
[  5] 1400.00-1401.01 sec  10.5 MBytes  87.5 Mbits/sec    0   12.3 MBytes       
[  5] 1401.01-1402.00 sec  5.38 MBytes  45.4 Mbits/sec    0   12.3 MBytes       
[  5] 1402.00-1403.00 sec  14.2 MBytes   120 Mbits/sec    0   12.3 MBytes       
[  5] 1403.00-1404.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.3 MBytes       
[  5] 1404.00-1405.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1405.00-1406.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1406.00-1407.00 sec  10.5 MBytes  88.4 Mbits/sec    0   12.3 MBytes       
[  5] 1407.00-1408.00 sec  15.6 MBytes   131 Mbits/sec    9   12.3 MBytes       
[  5] 1408.00-1409.00 sec  10.6 MBytes  89.0 Mbits/sec    0   12.3 MBytes       
[  5] 1409.00-1410.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1410.00-1411.00 sec  10.5 MBytes  87.9 Mbits/sec    0   12.3 MBytes       
[  5] 1411.00-1412.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1412.00-1413.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.3 MBytes       
[  5] 1413.00-1414.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1414.00-1415.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1415.00-1416.00 sec  15.9 MBytes   133 Mbits/sec    0   12.3 MBytes       
[  5] 1416.00-1417.01 sec  10.6 MBytes  88.6 Mbits/sec    0   12.3 MBytes       
[  5] 1417.01-1418.00 sec  10.5 MBytes  88.6 Mbits/sec    0   12.3 MBytes       
[  5] 1418.00-1419.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1419.00-1420.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1420.00-1421.01 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1421.01-1422.00 sec  10.8 MBytes  90.6 Mbits/sec    0   12.3 MBytes       
[  5] 1422.00-1423.00 sec  10.6 MBytes  89.1 Mbits/sec    0   12.3 MBytes       
[  5] 1423.00-1424.00 sec  10.5 MBytes  88.0 Mbits/sec    0   12.3 MBytes       
[  5] 1424.00-1425.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1425.00-1426.00 sec  10.4 MBytes  87.1 Mbits/sec    0   12.3 MBytes       
[  5] 1426.00-1427.00 sec  10.5 MBytes  88.1 Mbits/sec    0   12.3 MBytes       
[  5] 1427.00-1428.00 sec  15.8 MBytes   132 Mbits/sec    0   12.3 MBytes       
[  5] 1428.00-1429.00 sec  10.8 MBytes  90.2 Mbits/sec    0   12.3 MBytes       
[  5] 1429.00-1430.00 sec  10.4 MBytes  87.0 Mbits/sec    0   12.3 MBytes       
[  5] 1430.00-1431.00 sec  16.0 MBytes   134 Mbits/sec    0   12.3 MBytes       
[  5] 1431.00-1432.00 sec  10.6 MBytes  88.9 Mbits/sec    0   12.3 MBytes       
